[INFO ] 2015-12-03 14:49:55,031 GossipSenderThread.class pool-1-thread-1 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175795031 || heartbeat: 75 || status: true
[INFO ] 2015-12-03 14:49:55,531 GossipSenderThread.class pool-1-thread-3 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175795531 || heartbeat: 76 || status: true
[INFO ] 2015-12-03 14:49:56,031 GossipSenderThread.class pool-1-thread-1 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175796031 || heartbeat: 77 || status: true
[INFO ] 2015-12-03 14:49:56,531 GossipSenderThread.class pool-1-thread-3 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175796531 || heartbeat: 78 || status: true
[INFO ] 2015-12-03 14:49:57,031 GossipSenderThread.class pool-1-thread-1 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175797031 || heartbeat: 79 || status: true
[INFO ] 2015-12-03 14:49:57,531 GossipSenderThread.class pool-1-thread-3 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175797531 || heartbeat: 80 || status: true
[INFO ] 2015-12-03 14:49:58,031 GossipSenderThread.class pool-1-thread-1 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175798031 || heartbeat: 81 || status: true
[INFO ] 2015-12-03 14:49:58,531 GossipSenderThread.class pool-1-thread-3 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175798531 || heartbeat: 82 || status: true
[INFO ] 2015-12-03 14:49:58,534 IntroducerRejoinThread.class pool-1-thread-1 Ping Introducer begins.
[INFO ] 2015-12-03 14:49:58,534 IntroducerRejoinThread.class pool-1-thread-1 Exiting from the method pingIntroducer.
[INFO ] 2015-12-03 14:49:59,031 GossipSenderThread.class pool-1-thread-2 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175799031 || heartbeat: 83 || status: true
[INFO ] 2015-12-03 14:49:59,531 GossipSenderThread.class pool-1-thread-3 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175799531 || heartbeat: 84 || status: true
