[INFO ] 2015-12-03 14:20:27,662 Node.class main Logging is succesfully initialized! Refer log file CS425_MP2_node.log
[INFO ] 2015-12-03 14:20:30,494 Node.class main Machine IP: 130.126.28.9 and Machine ID: 130.126.28.9:1449174030494
[INFO ] 2015-12-03 14:20:30,494 Node.class main Adding it's entry in the Gossip list!
[INFO ] 2015-12-03 14:20:30,498 Node.class main Checking for the introducer.
[INFO ] 2015-12-03 14:20:30,546 Node.class main Exiting from the method checkIntroducer.
[INFO ] 2015-12-03 14:20:30,715 SenderThread.class pool-1-thread-1 packet info: id 130.126.28.9:1449174030494 || time stamp: 1449174030715 || heartbeat: 2 || status: true
[INFO ] 2015-12-03 14:20:30,720 IntroducerRejoinThread.class pool-1-thread-3 Ping Introducer begins.
[INFO ] 2015-12-03 14:20:30,721 IntroducerRejoinThread.class pool-1-thread-3 Exiting from the method pingIntroducer.
[INFO ] 2015-12-03 14:20:31,214 SenderThread.class pool-1-thread-1 packet info: id 130.126.28.9:1449174030494 || time stamp: 1449174031214 || heartbeat: 3 || status: true
[INFO ] 2015-12-03 14:20:31,714 SenderThread.class pool-1-thread-3 packet info: id 130.126.28.9:1449174030494 || time stamp: 1449174031714 || heartbeat: 4 || status: true
[INFO ] 2015-12-03 14:20:32,214 SenderThread.class pool-1-thread-1 packet info: id 130.126.28.9:1449174030494 || time stamp: 1449174032214 || heartbeat: 5 || status: true
[INFO ] 2015-12-03 14:20:32,464 Node.class main Good Bye!
